,action,cost,state
0,[0.57661425],16.0,[-0.00764788  0.01977106 -0.07419826  0.19289841]
1,[0.22487752],15.99917817280693,[-0.02331404  0.06148971 -0.07798591  0.21466937]
2,[0.57661425],15.99199810220594,[-0.04166246  0.11368605 -0.10010281  0.29536899]
3,[0.57661425],15.972329313591308,[-0.06094794  0.17424146 -0.08699563  0.29687648]
4,[0.57661425],15.933927556042944,[-0.07428373  0.22723587 -0.04216832  0.22223863]
5,[0.57661425],15.88475100324071,[-0.07658753  0.25958718  0.02040132  0.09576324]
6,[0.57661425],15.84335210354994,[-0.06623481  0.26450011  0.08105961 -0.04568636]
7,[0.57661425],15.826210586793803,[-0.04559635  0.24291392  0.12047404 -0.16334593]
8,[0.57661425],15.836870995421753,[-0.02040684  0.20286285  0.12514315 -0.226557  ]
9,[0.57661425],15.865825002937644,[ 0.00184653  0.15697702  0.09154056 -0.22112584]
10,[0.57661425],15.899457056118058,[ 0.01413685  0.11865712  0.02777366 -0.15373487]
11,[0.57661425],15.928846537947873,[ 0.01209252  0.09800572 -0.04834345 -0.0497158 ]
12,[0.57661425],15.951015108962524,[-0.00454458  0.09887562 -0.11453772  0.05553078]
13,[0.57661425],15.964370250509761,[-0.0317011   0.11800352 -0.15087818  0.12816884]
14,[0.57661425],15.966224396205932,[-0.06208516  0.14645084 -0.14593895  0.14676583]
15,[0.57661425],15.956163358941218,[-0.08730065  0.17283525 -0.10037742  0.10884824]
16,[0.57661425],15.9403426255104,[-0.10030643  0.18722731 -0.02671736  0.03082991]
17,[0.57661425],15.929663749106268,[-0.09745813  0.18439038  0.05444628 -0.05813929]
18,[0.57661425],15.931900496224596,[-0.07954839  0.16541598  0.1203942  -0.12557363]
19,[0.57661425],15.945273580371385,[-0.05158155  0.13737804  0.15273333 -0.14571381]
20,[0.57661425],15.959958726105134,[-0.02133801  0.11107993  0.142784   -0.10814   ]
21,[0.57661425],15.966004068138306,[ 0.00289223  0.09746041  0.09424933 -0.02208061]
22,[0.57661425],15.959743077345689,[0.01473426 0.10378335 0.02205878 0.08589897]
23,[0.57661425],15.943062412016411,[ 0.01155348  0.13093026 -0.05229184  0.18026525]
24,[0.57661425],15.91850095209991,[-0.00487754  0.1727351  -0.10735294  0.22800507]
25,[0.57661425],15.887662456523937,[-0.02905873  0.2176278  -0.12821635  0.20960477]
26,[0.57661425],15.855139753926768,[-0.05354601  0.25209636 -0.11074743  0.12567788]
27,[0.57661425],15.831806779658928,[-0.07122965  0.26480307 -0.06221839 -0.0032558 ]
28,[0.57661425],15.830748671155659,[-0.07739368  0.2500273   0.00134709 -0.14286798]
29,[0.57661425],15.85745802015445,[-0.07101935  0.20954989  0.0598831  -0.25408777]
30,[0.57661425],15.903339757014889,[-0.05502476  0.15258119  0.0950736  -0.30343552]
31,[0.57661425],15.94989260863595,[-0.03531864  0.09358274  0.0961671  -0.27339474]
32,[0.57661425],15.981441299703055,[-0.01885499  0.04828982  0.06376707 -0.16928045]
33,[0.57661425],15.995112985573149,[-0.01131312  0.0290829   0.00961105 -0.0184815 ]
34,[0.57661425],15.998225080394063,[-0.01523218  0.04130911 -0.04753376  0.13784858]
35,[0.57661425],15.99635227841993,[-0.0292008   0.08171011 -0.08798667  0.25689044]
36,[0.57661425],15.985566377575902,[-0.04831872  0.13935653 -0.09749832  0.30665339]
37,[0.57661425],15.957562558005737,[-0.0658122   0.19886687 -0.07212633  0.27571008]
38,[0.57661425],15.912092580237262,[-0.07530299  0.24494983 -0.01961679  0.17613965]
39,[0.57661425],15.862779662290452,[-0.07292099  0.2666973   0.04344705  0.0383148 ]
40,[0.57661425],15.829468738113963,[-0.05854727  0.26028931  0.09710994 -0.09899637]
41,[0.57661425],15.824528541079653,[-0.03589639  0.22961742  0.12389759 -0.19908824]
42,[0.57661425],15.845578260090944,[-0.01149808  0.18490372  0.11383463 -0.23676497]
43,[0.57661425],15.879721103149452,[ 0.00717375  0.13962034  0.06777965 -0.2055443 ]
44,[0.57661425],15.913871015471075,[ 0.01396536  0.10642676 -0.00217655 -0.11979086]
45,[0.57661425],15.94136665085197,[ 0.00601831  0.09337565 -0.07599023 -0.00987599]
46,[0.57661425],15.960395540447111,[-0.01521564  0.10167142 -0.13170942  0.08798233]
47,[0.57661425],15.9692089920142,[-0.04427577  0.12568068 -0.15222899  0.1434435 ]
48,[0.57661425],15.96568592065539,[-0.07323493  0.15512999 -0.13062645  0.14162051]
49,[0.57661425],15.951780340333915,[-0.09401618  0.17872495 -0.07235044  0.08729515]
50,[0.57661425],15.936048753209837,[-0.10075897  0.18793206  0.00646128  0.00236307]
51,[0.57661425],15.929126177525292,[-0.09151574  0.1796912   0.08377222 -0.08184911]
52,[0.57661425],15.935508470452842,[-0.06881314  0.1573315   0.1379357  -0.1344224 ]
53,[0.57661425],15.949784401431279,[-0.03894009  0.12949784  0.15388502 -0.13456845]
54,[0.57661425],15.96117860698089,[-0.01013987  0.10732974  0.12763323 -0.07893056]
55,[0.57661425],15.96185774296727,[0.00979379 0.10067228 0.06753328 0.01645318]
56,[0.57661425],15.950892671104267,[ 0.01578388  0.1145706  -0.00832168  0.12091107]
57,[0.57661425],15.931204632961148,[ 0.00689324  0.1472711  -0.07769489  0.1989787 ]
58,[0.57661425],15.90507271340062,[-0.01352388  0.19042679 -0.12099174  0.22201413]
59,[0.57661425],15.874662408125491,[-0.03896764  0.23149297 -0.12709592  0.17786189]
60,[0.57661425],15.846490228127951,[-0.06184028  0.2575488  -0.09630932  0.0749926 ]
61,[0.57661425],15.832430131234075,[-0.0757154   0.25925548 -0.03965199 -0.06017274]
62,[0.57661425],15.843096237721225,[-0.07716174  0.2337524   0.02469559 -0.19073126]
63,[0.57661425],15.87854516619951,[-0.06667186  0.18581237  0.07661935 -0.27893079]
64,[0.57661425],15.925602014897471,[-0.04845306  0.1269601   0.10005605 -0.29672023]
65,[0.57661425],15.965988371001314,[-0.02905698  0.07253364  0.08829738 -0.23522733]
66,[0.57661425],15.98906518445447,[-0.01520692  0.03731091  0.04636303 -0.10891763]
67,[0.57661425],15.997120879414084,[-0.0115711   0.03111194 -0.01084276  0.04837758]
68,[0.57661425],15.9979371822875,[-0.01925614  0.05587547 -0.06359012  0.19362769]
69,[0.57661425],15.993154282394558,[-0.03546933  0.105058   -0.09366082  0.28709718]
70,[0.57661425],15.97561501716417,[-0.05444042  0.16551279 -0.09033721  0.30415826]
71,[0.57661425],15.938908741079471,[-0.06935047  0.22136731 -0.05414187  0.24278501]
72,[0.57661425],15.888705367421807,[-0.07462063  0.25864183  0.00346082  0.12316618]
73,[0.57661425],15.843050787266469,[-0.06773666  0.26901764  0.06416236 -0.01987455]
74,[0.57661425],15.820649695220633,[-0.05005096  0.25173732  0.10855893 -0.1472595 ]
75,[0.57661425],15.828286150970813,[-0.02643523  0.21343422  0.12169191 -0.22571436]
76,[0.57661425],15.858053738599766,[-0.00392152  0.16606252  0.09749714 -0.23654401]
77,[0.57661425],15.895182091224306,[ 0.0103595   0.12333866  0.04117916 -0.18128625]
78,[0.57661425],15.92825698211416,[ 0.01139687  0.09662292 -0.03174957 -0.08127957]
79,[0.57661425],15.95288745363416,[-0.00203942  0.09158577 -0.09995356  0.02953239]
80,[0.57661425],15.96794666089662,[-0.02687154  0.1067732  -0.14280107  0.11577832]
81,[0.57661425],15.971600948486039,[-0.05651456  0.13447966 -0.14676034  0.15194803]
82,[0.57661425],15.962947378251853,[-0.08277213  0.16358966 -0.10966442  0.13025452]
83,[0.57661425],15.946543788333239,[-0.09824406  0.18340276 -0.04142187  0.06232215]
84,[0.57661425],15.93250430079773,[-0.09849339  0.18712821  0.03899407 -0.02557995]
85,[0.57661425],15.92990055565308,[-0.08333307  0.17397621  0.10907767 -0.10130692]
86,[0.57661425],15.939453640059375,[-0.05689372  0.14933715  0.14918262 -0.13680537]
87,[0.57661425],15.952931761964441,[-0.02645721  0.12302207  0.14821718 -0.11717921]
88,[0.57661425],15.959955200722389,[-0.00035599  0.10599097  0.10703132 -0.04626523]
89,[0.57661425],15.955437055930458,[0.01445632 0.10655028 0.03819245 0.05391103]
90,[0.57661425],15.940720128098278,[ 0.01441048  0.12731915 -0.0379076   0.15005241]
91,[0.57661425],15.91905725829623,[ 0.00028352  0.16402223 -0.09930721  0.20840454]
92,[0.57661425],15.892438255420306,[-0.02316361  0.20654492 -0.12911708  0.205967  ]
93,[0.57661425],15.864005812097446,[-0.04873539  0.24195451 -0.12042033  0.13834528]
94,[0.57661425],15.842022720365616,[-0.06901265  0.25848664 -0.07783864  0.02127943]
95,[0.57661425],15.838195257415865,[-0.07851933  0.24917911 -0.01563252 -0.11412203]
96,[0.57661425],15.859445009583217,[-0.07524872  0.21413706  0.04660716 -0.22985185]
97,[0.57661425],15.900480511142083,[-0.06117917  0.16092145  0.08960261 -0.29108027]
98,[0.57661425],15.945318799717345,[-0.04160814  0.10285563  0.1003399  -0.27660655]
99,[0.57661425],15.978083233303973,[-0.02341304  0.05543333  0.07648128 -0.18671291]
100,[0.57661425],15.993707191888893,[-0.01277018  0.03178593  0.02713262 -0.04419676]
101,[0.57661425],15.997901415593104,[-0.01313627  0.03874858 -0.0304095   0.11238371]
102,[0.57661425],15.996686117395013,[-0.02415718  0.07480342 -0.07636033  0.24008635]
103,[0.57661425],15.987410340239638,[-0.04180869  0.13045888 -0.09480308  0.3040822 ]
104,[0.57661425],15.961617356263954,[-0.0597397   0.19099503 -0.0790517   0.2882434 ]
105,[0.57661425],15.917023805790182,[-0.07141449  0.24079599 -0.03396165  0.19979189]
106,[0.57661425],15.865406548659195,[-0.07229368  0.26778597  0.02598992  0.06572599]
107,[0.57661425],15.827190043997355,[-0.06129285  0.26652013  0.08165836 -0.07633367]
108,[0.57661425],15.817617713290971,[-0.04114102  0.23926915  0.11496105 -0.18849905]
109,[0.57661425],15.837141123910035,[-0.01763862  0.19509601  0.11401167 -0.24219435]
110,[0.57661425],15.87337280220888,[ 0.00199112  0.14715958  0.07690379 -0.22604686]
111,[0.57661425],15.911288561940445,[ 0.01127577  0.10881142  0.01295839 -0.14955291]
112,[0.57661425],15.94192978003269,[ 0.0065644   0.08961801 -0.05961758 -0.03997456]
113,[0.57661425],15.962873494934671,[-0.01170433  0.0926484  -0.11918917  0.06678247]
114,[0.57661425],15.973269749616511,[-0.03898359  0.11390074 -0.14737325  0.13779439]
115,[0.57661425],15.971494775956016,[-0.06787574  0.14398486 -0.13478653  0.15347472]
116,[0.57661425],15.958446414650869,[-0.09028866  0.17146384 -0.08404361  0.11333527]
117,[0.57661425],15.94112507036597,[-0.09982035  0.18669655 -0.00898656  0.03512911]
118,[0.57661425],15.93008230838442,[-0.09363419  0.18489739  0.06945532 -0.05174144]
119,[0.57661425],15.931736367385536,[-0.07329074  0.16754394  0.12928396 -0.11567344]
120,[0.57661425],15.943065860259708,[-0.0443259   0.14182433  0.1536974  -0.13267675]
121,[0.57661425],15.954181328925332,[-0.01468022  0.11825856  0.13605223 -0.09441785]
122,[0.57661425],15.95629233538257,[ 0.00759963  0.10712167  0.0819529  -0.01170441]
123,[0.57661425],15.947226370217889,[0.01670207 0.11481283 0.0075553  0.08855386]
124,[0.57661425],15.929876181787728,[ 0.01070484  0.14143302 -0.06540642  0.1720145 ]
125,[0.57661425],15.907271104983508,[-0.00796118  0.18041409 -0.11623368  0.2081788 ]
126,[0.57661425],15.881301949322445,[-0.03336296  0.22036365 -0.13145013  0.18066795]
127,[0.57661425],15.856401821372158,[-0.05793734  0.24855368 -0.10854737  0.09286672]
128,[0.57661425],15.842069649912787,[-0.07476257  0.25487877 -0.05618458 -0.03308223]
129,[0.57661425],15.848595590275698,[-0.07953939  0.23502933  0.0087531  -0.16271581]
130,[0.57661425],15.878425303594227,[-0.07176647  0.19206332  0.06608696 -0.25845547]
131,[0.57661425],15.92168763609618,[-0.05481383  0.1360005   0.09826846 -0.28997993]
132,[0.57661425],15.961657157954503,[-0.03481377  0.08134976  0.09598858 -0.24407281]
