,action,cost,state
0,[1.20781526],9.971063218798573,[3.20065127 1.18117229]
1,[1.62403143],9.644170378150054,[3.26967671 1.38050879]
2,[1.37050691],9.273692821130577,[3.34419092 1.49028423]
3,[1.12057633],8.861038413903366,[3.41956389 1.50745933]
4,[1.32912324],8.429337578994845,[3.49461508 1.50102383]
5,[1.68053531],8.004255381606194,[3.5693052  1.49380256]
6,[0.76855555],7.588880497002565,[3.63420486 1.29799301]
7,[1.55493287],7.187993837331988,[3.69303166 1.17653611]
8,[2.],6.851319634034799,[3.74721171 1.083601  ]
9,[2.],6.55258119444976,[3.79504409 0.95664765]
10,[2.],6.28636417261918,[3.83507908 0.80069982]
11,[1.56644949],6.05978986307642,[3.86289161 0.55625059]
12,[-0.23150915],5.888816630085684,[3.8642043  0.02625371]
13,[-0.71847606],5.852054249209867,[ 3.83532794 -0.5775271 ]
14,[-0.99603028],6.026351500768084,[ 3.77500335 -1.20649182]
15,[-1.64419842],6.439242351839471,[ 3.68015113 -1.89704453]
16,[-1.98808571],7.139617222539271,[ 3.55115454 -2.57993167]
17,[-1.98793672],8.133548729223852,[ 3.39231565 -3.1767778 ]
18,[-1.9880455],9.370271395761367,[ 3.20926251 -3.66106294]
19,[-1.98808134],10.793292031611617,[ 3.00876307 -4.0099888 ]
20,[-1.98808572],10.664608695050203,[ 2.79831946 -4.20887216]
21,[-1.98808576],9.60600476505339,[ 2.58558662 -4.25465668]
22,[-1.98808576],8.499421028190971,[ 2.37773557 -4.157021  ]
23,[-1.98808576],7.385661309371923,[ 2.18091308 -3.93644982]
24,[-1.98808576],6.309898080461498,[ 1.99991424 -3.61997684]
25,[-1.98808576],5.314032689078501,[ 1.83810475 -3.23618987]
26,[-1.98808576],4.429874035817971,[ 1.69755281 -2.81103873]
27,[-1.98808541],3.6758319061837095,[ 1.57928938 -2.36526868]
28,[-1.98665519],3.0575513299445105,[ 1.48362468 -1.91329401]
29,[-1.35311979],2.569042511597614,[ 1.41516919 -1.36910976]
30,[-0.94450783],2.1910420815869607,[ 1.37667669 -0.76985005]
31,[-2.],1.9585056087734474,[ 1.35997985 -0.33393664]
32,[-2.],1.8646965729883511,[1.36495279 0.09945865]
33,[-2.],1.86808531346665,[1.39163405 0.53362534]
34,[-2.],1.9691209409421444,[1.44021507 0.97162033]
35,[-1.84867549],2.172041658614872,[1.51211176 1.43793379]
36,[-1.50648261],2.4955168246677673,[1.61014528 1.96067032]
37,[-0.89465804],2.9777910325758428,[1.73893983 2.57589106]
