,action,cost,state
0,[-1.],-4.0,[ 0.   -0.16  0.   -0.4 ]
1,[-0.34276302],-4.0,[-0.0016     -0.21458608 -0.004      -0.53646521]
2,[0.24372847],-3.999963613652518,[-0.00374586 -0.17547948 -0.00936465 -0.43968148]
3,[0.43844352],-3.99980056833952,[-0.00550066 -0.10559881 -0.01376147 -0.26728646]
4,[-0.15014905],-3.999569419220748,[-0.00655664 -0.13025927 -0.01643433 -0.33231009]
5,[-0.57158357],-3.9993862048110422,[-0.00785924 -0.22245307 -0.01975743 -0.56679791]
6,[0.00768002],-3.9991135356992724,[-0.01008377 -0.22201701 -0.02542541 -0.57055812]
7,[-0.78573704],-3.9985330998774913,[-0.01230394 -0.3488081  -0.03113099 -0.89367466]
8,[0.20287303],-3.997802847850686,[-0.01579202 -0.31758187 -0.04006774 -0.82328832]
9,[0.00723926],-3.996363265027062,[-0.01896784 -0.31820795 -0.04830062 -0.83468629]
10,[0.40816611],-3.994720645965359,[-0.02214992 -0.25524103 -0.05664749 -0.68930576]
11,[-0.15943541],-3.9927471584261,[-0.02470233 -0.28355383 -0.06354054 -0.77387374]
12,[0.36338295],-3.990888617742009,[-0.02753787 -0.22873396 -0.07127928 -0.65268935]
13,[-0.04437188],-3.9885533308942676,[-0.0298252  -0.23954733 -0.07780617 -0.69713837]
14,[0.52082152],-3.9863882515580347,[-0.03222068 -0.16059401 -0.08477756 -0.51943438]
15,[-0.32954643],-3.983874803374448,[-0.03382662 -0.21773503 -0.0899719  -0.68256185]
16,[0.42503116],-3.9818850089919606,[-0.03600397 -0.15485835 -0.09679752 -0.54806427]
17,[-0.53448848],-3.979086665740365,[-0.03755255 -0.2452204  -0.10227816 -0.79663856]
18,[0.3158913],-3.9767206615241726,[-0.04000476 -0.20039459 -0.11024455 -0.7102252 ]
19,[0.26132114],-3.9730287790827976,[-0.0420087  -0.16483078 -0.1173468  -0.64886568]
20,[0.44651002],-3.9695360397633217,[-0.04365701 -0.10038792 -0.12383546 -0.51760906]
21,[-0.30105504],-3.9661874515558044,[-0.04466089 -0.15503842 -0.12901155 -0.68351302]
22,[0.29307788],-3.963438873632182,[-0.04621127 -0.11566199 -0.13584668 -0.61747459]
23,[0.24791021],-3.9596086132323745,[-0.04736789 -0.08394241 -0.14202142 -0.57215409]
24,[0.45173529],-3.9560242371244274,[-0.04820732 -0.02043846 -0.14774296 -0.44974179]
25,[-0.01414096],-3.952604619581656,[-0.0484117  -0.03103793 -0.15224038 -0.51209088]
26,[0.68870412],-3.949900757479006,[-0.04872208  0.06908616 -0.15736129 -0.3019066 ]
