,action,cost,state
0,[-1.],-4.0,[ 0.01    0.8384  0.     -0.404 ]
1,[-1.],-3.9998286551480144,[ 0.018384    0.67705856 -0.00404    -0.8073536 ]
2,[-1.],-3.999388284623057,[ 0.02515459  0.51574513 -0.01211354 -1.2116257 ]
3,[-0.99278495],-3.9986225054796125,[ 0.03031204  0.35541748 -0.02422979 -1.61538922]
4,[-0.88240573],-3.9972522739034493,[ 0.03386621  0.21243892 -0.04038369 -1.97867853]
5,[-0.70841988],-3.994776130476625,[ 0.0359906   0.0968674  -0.06017047 -2.27728326]
6,[-0.48895304],-3.990549411339915,[ 0.03695927  0.01586743 -0.0829433  -2.49417965]
7,[-0.19823243],-3.983928432894596,[ 0.03711795 -0.01935777 -0.1078851  -2.60227915]
8,[0.10134601],-3.974431425270698,[ 0.03692437 -0.00774957 -0.13390789 -2.59986182]
9,[0.48257102],-3.961956206294699,[ 0.03684688  0.06308656 -0.15990651 -2.45713309]
10,[0.64603285],-3.9468351183908794,[ 0.03747774  0.15795308 -0.18447784 -2.26208249]
11,[0.70408602],-3.9300509979484506,[ 0.03905727  0.25992368 -0.20709867 -2.0565144 ]
12,[0.31635487],-3.9124253059881857,[ 0.04165651  0.29935505 -0.22766381 -2.0105225 ]
13,[0.05599609],-3.8945547913371956,[ 0.04465006  0.2971376  -0.24776903 -2.07133297]
14,[0.80079096],-3.875468848855383,[ 0.04762144  0.40925957 -0.26848236 -1.85979486]
15,[1.],-3.854235172164296,[ 0.05171403  0.5498033  -0.28708031 -1.58614652]
16,[1.],-3.8335784918770934,[ 0.05721206  0.68798539 -0.30294178 -1.3243433 ]
17,[0.58854489],-3.814572044061209,[ 0.06409192  0.76159942 -0.31618521 -1.22192847]
18,[0.60792564],-3.797481339427142,[ 0.07170791  0.83697783 -0.3284045  -1.11916054]
19,[0.02754908],-3.78074861249542,[ 0.08007769  0.82384755 -0.3395961  -1.22941388]
20,[0.47839454],-3.7644592697329453,[ 0.08831617  0.87815928 -0.35189024 -1.1831666 ]
21,[0.46993797],-3.7461021193443935,[ 0.09709776  0.93032057 -0.36372191 -1.14537129]
22,[0.92105524],-3.7275020487864556,[ 0.10640096  1.04873885 -0.37517562 -0.95603099]
23,[0.98346078],-3.7085677892532036,[ 0.11688835  1.17496068 -0.38473593 -0.7523854 ]
24,[0.41750537],-3.691245761138872,[ 0.12863796  1.21639283 -0.39225978 -0.74851668]
25,[0.68007189],-3.67577953330034,[ 0.14080189  1.29598069 -0.39974495 -0.6585084 ]
26,[-0.16806806],-3.6596009669408223,[ 0.15376169  1.25043732 -0.40633003 -0.85893478]
27,[0.15583073],-3.643785717918063,[ 0.16626607  1.2524859  -0.41491938 -0.95126196]
28,[-0.06991607],-3.62453221377298,[ 0.17879093  1.22145968 -0.424432   -1.12121101]
29,[0.47035484],-3.6031704173974863,[ 0.19100552  1.26905151 -0.43564411 -1.11388585]
30,[0.95473691],-3.578602498812484,[ 0.20369604  1.38599846 -0.44678297 -0.95242569]
31,[0.35247835],-3.553093790086514,[ 0.21755602  1.41492005 -0.45630723 -0.99329127]
32,[0.48270105],-3.528689127310128,[ 0.23170522  1.4621264  -0.46624014 -0.99552627]
33,[-0.14522962],-3.502646509261872,[ 0.24632649  1.41916866 -0.4761954  -1.20181771]
34,[0.01254055],-3.475436937342574,[ 0.26051817  1.39902863 -0.48821358 -1.3591036 ]
35,[-0.27887267],-3.444229307632429,[ 0.27450846  1.33791016 -0.50180461 -1.60920043]
36,[0.18521505],-3.4095898903845283,[ 0.28788756  1.34285925 -0.51789662 -1.71644064]
37,[0.85778129],-3.370108263003989,[ 0.30131616  1.441594   -0.53506103 -1.62350904]
38,[0.40527404],-3.327633668911949,[ 0.3157321   1.47612596 -0.55129612 -1.67442369]
39,[0.30150859],-3.284965872223305,[ 0.33049335  1.49597337 -0.56804035 -1.76074722]
40,[0.02885348],-3.2400350684495645,[ 0.34545309  1.47851163 -0.58564782 -1.92962033]
41,[-0.09182565],-3.1922698936061393,[ 0.3602382   1.44533485 -0.60494403 -2.13443785]
42,[-0.39330279],-3.1403767600369172,[ 0.37469155  1.37282214 -0.62628841 -2.42316806]
43,[-0.33177445],-3.0837034522445963,[ 0.38841977  1.31063904 -0.65052009 -2.69301903]
44,[0.0432143],-3.0208262027667203,[ 0.40152617  1.29995385 -0.67745028 -2.86295127]
45,[-0.09557529],-2.951828954165107,[ 0.4145257   1.27258731 -0.70607979 -3.07014094]
46,[-0.43299729],-2.8781124439361645,[ 0.42725158  1.20414814 -0.7367812  -3.35962541]
