,action,cost,state
0,[-0.0570084],0.0,[0.01       0.98927866 3.14159265 0.02680336]
1,[-0.25182116],0.0,[0.01989279 0.94740442 3.14186069 0.13148894]
2,[-0.25691113],-1.2900997287866594e-15,[0.02936683 0.9047986  3.14317558 0.23793769]
3,[-0.15192661],-1.5689839883500984e-12,[0.03841482 0.87913619 3.14555495 0.30170504]
4,[-0.06993227],-6.15819828481508e-11,[0.04720618 0.86677484 3.148572   0.33163542]
5,[0.00136491],-5.926275418782547e-10,[0.05587393 0.86601946 3.15188836 0.3318104 ]
6,[-0.0764751],-2.805276571455908e-09,[0.06453412 0.85300794 3.15520646 0.36180993]
7,[-0.26451497],-8.571762426560094e-09,[0.0730642  0.81013181 3.15882456 0.46564825]
8,[-0.2280505],-2.1991681605335673e-08,[0.08116552 0.77337813 3.16348104 0.55328856]
9,[-0.12021853],-5.7218234763291966e-08,[0.0888993  0.7542166  3.16901393 0.59580775]
10,[-0.05938887],-1.408526784717509e-07,[0.09644147 0.74514994 3.17497201 0.61173481]
11,[0.02205955],-3.0905769016801367e-07,[0.10389297 0.74947956 3.18108936 0.59272368]
12,[-0.03153557],-6.054256307119161e-07,[0.11138776 0.74559635 3.18701659 0.59273021]
13,[-0.21567656],-1.058326162130259e-06,[0.11884373 0.7126469  3.19294389 0.66387113]
14,[-0.33072774],-1.7271206002271913e-06,[0.12597019 0.66174528 3.19958261 0.77835624]
15,[-0.12116603],-2.8064162429759905e-06,[0.13258765 0.6448274  3.20736617 0.80635128]
16,[-0.13613242],-4.640411311900339e-06,[0.13903592 0.62602999 3.21542968 0.83710745]
17,[0.00916536],-7.362764361256497e-06,[0.14529622 0.63093752 3.22380076 0.80676152]
18,[-0.00477806],-1.1302536084576845e-05,[0.1516056  0.63410091 3.23186837 0.77872039]
19,[-0.16860894],-1.641915766086223e-05,[0.1579466  0.61163985 3.23965557 0.81251178]
20,[-0.20351939],-2.2835671668701168e-05,[0.164063   0.58415224 3.24778069 0.85686479]
21,[-0.136537],-3.13623771178296e-05,[0.16990453 0.5678778  3.25634934 0.87130151]
22,[-0.1295549],-4.272844858758035e-05,[0.1755833  0.55326625 3.26506235 0.87947916]
23,[-0.00390253],-5.719128844360629e-05,[0.18111597 0.55913297 3.27385715 0.83468914]
