,action,cost,state
0,[-0.47277973],0.0,[0.01       0.92275524 3.14159265 0.19311189]
1,[-0.83191552],0.0,[0.01922755 0.78817235 3.14352377 0.52956912]
2,[-1.],-3.4762181686200844e-12,[0.02710928 0.62702672 3.14881946 0.93195837]
3,[-0.66166174],-6.816886685084641e-10,[0.03337954 0.52060178 3.15813905 1.19623959]
4,[-1.],-1.8729505649119342e-08,[0.03858556 0.36082662 3.17010144 1.59156085]
5,[-0.81429194],-1.650134275804667e-07,[0.04219383 0.23187758 3.18601705 1.90680452]
6,[-0.71349423],-9.726399861465884e-07,[0.0445126  0.12048089 3.2050851  2.17411888]
7,[-1.],-4.056651515441336e-06,[ 0.04571741 -0.03488587  3.22682629  2.54617619]
8,[-1.],-1.3166466099925333e-05,[ 0.04536855 -0.1878427   3.25228805  2.90628059]
9,[-1.],-3.742727476809197e-05,[ 0.04349013 -0.33773621  3.28135085  3.25160056]
10,[-1.],-9.499117412429574e-05,[ 0.04011276 -0.48383222  3.31386686  3.57908034]
11,[-1.],-0.00021896410732324354,[ 0.03527444 -0.62534213  3.34965766  3.88553392]
12,[-1.],-0.00046491125482903063,[ 0.02902102 -0.76146349  3.388513    4.1677856 ]
13,[-1.],-0.0009195925866509,[ 0.02140639 -0.89143253  3.43019086  4.42284838]
14,[-1.],-0.0017100011836914196,[ 0.01249206 -1.01458356  3.47441934  4.64812186]
15,[-1.],-0.003011328084335465,[ 2.34622471e-03 -1.13040755e+00  3.52090056e+00  4.84158281e+00]
16,[-1.],-0.005052194591927937,[-0.00895785 -1.23860131  3.56931639  5.00193831]
17,[-1.],-0.008115514261157942,[-0.02134386 -1.33909895  3.61933577  5.12871484]
18,[-1.],-0.012533749872140043,[-0.03473485 -1.43208085  3.67062292  5.22226771]
19,[-1.],-0.01867808149136767,[-0.04905566 -1.51795915  3.7228456   5.28371091]
20,[-1.],-0.026941943262608268,[-0.06423525 -1.59734335  3.77568271  5.31478223]
21,[-1.],-0.03772028531614797,[-0.08020869 -1.67099275  3.82883053  5.317669  ]
22,[-1.],-0.05138654949214914,[-0.09691861 -1.73976354  3.88200722  5.29482247]
23,[-1.],-0.06826958232312197,[-0.11431625 -1.80455765  3.93495544  5.2487854 ]
24,[-1.],-0.08863254386039593,[-0.13236183 -1.86627854  3.9874433   5.18204927]
25,[-1.],-0.1126554118862645,[-0.15102461 -1.92579647  4.03926379  5.0969489 ]
26,[-1.],-0.140422082547834,[-0.17028258 -1.9839241   4.09023328  4.9955947 ]
27,[-1.],-0.17191247472021962,[-0.19012182 -2.0414012   4.14018923  4.87983795]
28,[-1.],-0.2069995537411544,[-0.21053583 -2.09888698  4.18898761  4.75126207]
29,[-1.],-0.24545084295710334,[-0.2315247  -2.156958    4.23650023  4.61119257]
30,[-1.],-0.2869337879061681,[-0.25309428 -2.21610991  4.28261215  4.46071903]
31,[-1.],-0.33102425227785715,[-0.27525538 -2.27676138  4.32721934  4.30072391]
32,[-1.],-0.3772174229338606,[-0.29802299 -2.33925929  4.37022658  4.13191426]
33,[-1.],-0.4249404512159162,[-0.32141559 -2.40388425  4.41154572  3.95485378]
34,[-1.],-0.47356623438938955,[-0.34545443 -2.47085596  4.45109426  3.76999353]
35,[-1.],-0.5224278271201819,[-0.37016299 -2.54033817  4.4887942   3.57770032]
36,[-1.],-0.5708330578846673,[-0.39556637 -2.61244314  4.5245712   3.37828237]
37,[-1.],-0.6180790036931897,[-0.4216908  -2.68723548  4.55835402  3.17201195]
38,[-1.],-0.6634660462457261,[-0.44856316 -2.76473554  4.59007414  2.95914507]
