,action,cost,state
0,[0.52352408],-4.0,[0.         0.08376385 0.         0.20940963]
1,[0.03680373],-4.0,[0.00083764 0.08951843 0.0020941  0.22379607]
2,[0.39583416],-3.999990027293626,[0.00173282 0.15283163 0.00433206 0.38259282]
3,[0.01169838],-3.9999573217589206,[0.00326114 0.15471254 0.00815799 0.38835857]
4,[-0.29052325],-3.9998486741988395,[0.00480826 0.10846082 0.01204157 0.27473589]
5,[-0.60342591],-3.9996703984204376,[0.00589287 0.01245473 0.01478893 0.03769419]
6,[-0.65496567],-3.9995030998677064,[ 0.00601742 -0.09147488  0.01516587 -0.21847087]
7,[-0.58929055],-3.9994779784347574,[ 0.00510267 -0.18471044  0.01298116 -0.44780989]
8,[-0.46858011],-3.9996183804389775,[ 0.00325557 -0.25862174  0.00850306 -0.62938577]
9,[-0.33334667],-3.9998372380528195,[ 6.69349312e-04 -3.11048243e-01  2.20920641e-03 -7.58359820e-01]
10,[-0.36646345],-3.9999894711411894,[-0.00244113 -0.36905743 -0.00537439 -0.90284008]
11,[-0.01628526],-3.999932021519709,[-0.00613171 -0.37137868 -0.01440279 -0.90996252]
12,[0.13868885],-3.9995207212122112,[-0.00984549 -0.34941687 -0.02350242 -0.85859944]
13,[0.38190052],-3.998729354623017,[-0.01333966 -0.28911637 -0.03208841 -0.71365915]
14,[0.4030492],-3.9976363672831505,[-0.01623083 -0.22605499 -0.039225   -0.56396322]
15,[0.28007356],-3.9964727516081378,[-0.01849138 -0.18319991 -0.04486464 -0.46653519]
16,[0.45435378],-3.9953907450537907,[-0.02032338 -0.11291147 -0.04952999 -0.30200148]
17,[0.22740189],-3.994389244676547,[-0.02145249 -0.07929864 -0.05255    -0.23022711]
18,[0.17615173],-3.9936927545379097,[-0.02224548 -0.05411305 -0.05485227 -0.18024512]
19,[0.18879902],-3.9931396300782773,[-0.02278661 -0.0270885  -0.05665473 -0.12624486]
20,[0.19259657],-3.99269658250096,[-0.02305749  0.00038864 -0.05791717 -0.07156352]
21,[0.18623968],-3.992386519998455,[-0.02305361  0.02672927 -0.05863281 -0.02003307]
22,[0.04836881],-3.992220285802806,[-0.02278631  0.0309701  -0.05883314 -0.02383533]
23,[0.16186812],-3.9921942552016674,[-0.02247661  0.05331472 -0.05907149  0.01749437]
24,[0.00247895],-3.992162117146015,[-0.02194346  0.05016028 -0.05889655 -0.00487158]
25,[0.11115135],-3.9922438271312592,[-0.02144186  0.06437254 -0.05894526  0.0161467 ]
26,[0.03055064],-3.992269583786832,[-0.02079814  0.06568992 -0.0587838   0.00497176]
27,[0.11805571],-3.992354044774926,[-0.02014124  0.08098649 -0.05873408  0.02872401]
28,[0.00258663],-3.9924117067878298,[-0.01933137  0.07782477 -0.05844684  0.0064224 ]
29,[0.10628001],-3.992533592822736,[-0.01855313  0.09124173 -0.05838262  0.02556702]
30,[-0.00709652],-3.9925990036233383,[-0.01764071  0.08653791 -0.05812695 -0.0004973 ]
31,[0.09857001],-3.992714971408988,[-0.01677533  0.09872884 -0.05813192  0.01566641]
32,[-0.01699842],-3.9927647586377,[-0.01578804  0.09244646 -0.05797526 -0.01427635]
33,[0.10392114],-3.992856073360524,[-0.01486358  0.10549142 -0.05811802  0.00405632]
34,[-0.00698715],-3.992871443983733,[-0.01380866  0.10079759 -0.05807746 -0.0219184 ]
35,[0.10144015],-3.992932592959212,[-0.01280069  0.11342704 -0.05829664 -0.00464801]
36,[-0.0005342],-3.99292753205955,[-0.01166642  0.10974053 -0.05834312 -0.02815234]
37,[0.10313837],-3.9929641752411618,[-0.01056901  0.12261116 -0.05862464 -0.01034563]
38,[-0.01196765],-3.992940152212126,[-0.0093429   0.11706534 -0.0587281  -0.03857046]
39,[0.10517448],-3.992957666264916,[-0.00817224  0.13022665 -0.0591138  -0.02013338]
40,[-0.00620996],-3.992901967961088,[-0.00686998  0.12555965 -0.05931514 -0.04628449]
41,[0.10575946],-3.992887857102066,[-0.00561438  0.13876607 -0.05977798 -0.02787983]
42,[0.00143787],-3.992804589795856,[-0.00422672  0.13526797 -0.06005678 -0.05127622]
43,[0.10959352],-3.992761228171318,[-0.00287404  0.1490271  -0.06056954 -0.03167548]
44,[-0.00102686],-3.9926541390550017,[-0.00138377  0.14507316 -0.0608863  -0.05640293]
45,[0.11012009],-3.99258816637004,[ 6.69613029e-05  1.58851555e-01 -6.14503271e-02 -3.69591351e-02]
46,[0.00075851],-3.992453645738552,[ 0.00165548  0.15511586 -0.06181992 -0.0613573 ]
47,[0.11128261],-3.9923579913296643,[ 0.00320664  0.16900848 -0.06243349 -0.04185922]
48,[0.00389949],-3.9921928618325397,[ 0.00489672  0.16570094 -0.06285208 -0.06542942]
49,[0.11287627],-3.992064726336978,[ 0.00655373  0.17976987 -0.06350638 -0.04574659]
50,[0.00574493],-3.9918672068611767,[ 0.00835143  0.17667747 -0.06396384 -0.06904233]
51,[0.11397514],-3.9917049618072338,[ 0.0101182   0.19083835 -0.06465427 -0.04940496]
52,[0.00650025],-3.9914718756923557,[ 0.01202659  0.18778226 -0.06514832 -0.07289079]
53,[0.11539656],-3.9912715918589012,[ 0.01390441  0.20208204 -0.06587722 -0.05319978]
54,[0.00791132],-3.990997683292296,[ 0.01592523  0.19916229 -0.06640922 -0.07664448]
55,[0.11621434],-3.9907541444981143,[ 0.01791685  0.21349964 -0.06717567 -0.0571716 ]
56,[0.01030947],-3.990434556738564,[ 0.02005185  0.2108691  -0.06774738 -0.08021234]
57,[0.1173858],-3.9901420283366584,[ 0.02216054  0.22529534 -0.06854951 -0.06084873]
58,[0.01159277],-3.989771691099241,[ 0.02441349  0.22277113 -0.06915799 -0.08396016]
59,[0.11880743],-3.9894251346809977,[ 0.0266412   0.23732156 -0.0699976  -0.06463581]
60,[0.01283925],-3.9889976257836883,[ 0.02901442  0.23489315 -0.07064395 -0.08786233]
61,[0.11987356],-3.9885905394962795,[ 0.03136335  0.24950621 -0.07152258 -0.06874948]
62,[0.01488845],-3.988099007009625,[ 0.03385841  0.24729698 -0.07221007 -0.09180227]
63,[0.12108811],-3.9876238573927005,[ 0.03633138  0.26199113 -0.07312809 -0.0728748 ]
64,[0.0167534],-3.987061206215115,[ 0.03895129  0.25996654 -0.07385684 -0.09585969]
65,[0.12251118],-3.9865106809783,[ 0.04155096  0.27476981 -0.07481544 -0.07706778]
66,[0.01845251],-3.985869062088767,[ 0.04429866  0.27289822 -0.07558612 -0.10008372]
67,[0.12390579],-3.9852351328968214,[ 0.04702764  0.28780075 -0.07658695 -0.08147251]
68,[0.02040757],-3.9845059808185996,[ 0.04990565  0.28611773 -0.07740168 -0.10445144]
69,[0.1253363],-3.9837796546066992,[ 0.05276683  0.30111964 -0.07844619 -0.0860421 ]
70,[0.02256477],-3.982953820886964,[ 0.05577802  0.2996519  -0.07930661 -0.10893895]
71,[0.12686781],-3.982125559436047,[ 0.05877454  0.31476348 -0.080396   -0.09072812]
72,[0.02474222],-3.9811932713011315,[ 0.06192218  0.31350851 -0.08130329 -0.11357138]
73,[0.12851019],-3.980252948385854,[ 0.06505726  0.32874145 -0.082439   -0.0955528 ]
74,[0.02693619],-3.9792036447455135,[ 0.06834468  0.32769598 -0.08339453 -0.11837345]
75,[0.13020261],-3.978140328636848,[ 0.07162164  0.34305211 -0.08457826 -0.1005662 ]
76,[0.02931593],-3.976962612438615,[ 0.07505216  0.34223968 -0.08558392 -0.12332922]
77,[0.13194244],-3.9757644496631053,[ 0.07847455  0.35772012 -0.08681722 -0.10575497]
78,[0.03183801],-3.974446132749384,[ 0.08205175  0.35715711 -0.08787477 -0.12844405]
79,[0.13378989],-3.9731004456721064,[ 0.08562333  0.37277239 -0.08915921 -0.111102  ]
80,[0.03439796],-3.971628441975591,[ 0.08935105  0.37245829 -0.09027023 -0.13374371]
81,[0.13572151],-3.9701216796113155,[ 0.09307563  0.38821497 -0.09160766 -0.11664367]
82,[0.03707384],-3.9684818978162104,[ 0.09695778  0.38816152 -0.0927741  -0.13923498]
83,[0.13771551],-3.9667994481578766,[ 0.1008394   0.40406243 -0.09416645 -0.12239702]
84,[0.03990376],-3.9649767743653483,[ 0.10488002  0.40428718 -0.09539042 -0.14492137]
85,[0.13979616],-3.96310294637821,[ 0.10892289  0.42033876 -0.09683963 -0.12835769]
86,[0.04284164],-3.961081185356999,[ 0.11312628  0.42085164 -0.09812321 -0.15081848]
87,[0.14196957],-3.95899919112321,[ 0.1173348   0.43706104 -0.0996314  -0.13454053]
88,[0.04588332],-3.956760967688269,[ 0.12170541  0.43787107 -0.1009768  -0.15694455]
89,[0.1442284],-3.9544528048561096,[ 0.12608412  0.45424396 -0.10254625 -0.14096853]
90,[0.04905963],-3.951979483870189,[ 0.13062656  0.45536479 -0.10395593 -0.16331218]
91,[0.14657294],-3.949425841052748,[ 0.13518021  0.4719066  -0.10558905 -0.14765615]
92,[0.05237665],-3.9466974627684808,[ 0.13989927  0.47335252 -0.10706561 -0.16993545]
93,[0.14901102],-3.9438776595890648,[ 0.1446328   0.49006958 -0.10876497 -0.15461653]
94,[0.05582159],-3.9408728541081364,[ 0.14953349  0.49185254 -0.11031113 -0.17683467]
95,[0.15154716],-3.9377647602794092,[ 0.15445202  0.50875156 -0.11207948 -0.16187038]
96,[0.05939968],-3.9344606470455967,[ 0.15953953  0.51088398 -0.11369819 -0.18403073]
97,[0.15417976],-3.9310405766145,[ 0.16464837  0.52797107 -0.11553849 -0.16944162]
98,[0.06312911],-3.9274126729616836,[ 0.16992808  0.5304679  -0.11723291 -0.19154279]
99,[0.1569114],-3.923655284913157,[ 0.17523276  0.54774917 -0.11914834 -0.17735095]
100,[0.06701259],-3.919677415902405,[ 0.18071026  0.55062541 -0.12092185 -0.19939309]
101,[0.15974699],-3.91555562540956,[ 0.18621651  0.56810735 -0.12291578 -0.18562141]
102,[0.07104563],-3.911199818457794,[ 0.19189758  0.57137685 -0.12477199 -0.20760921]
103,[0.16268741],-3.9066846913660402,[ 0.19761135  0.58906563 -0.12684808 -0.19428315]
104,[0.07523722],-3.901921062016994,[ 0.20350201  0.59274325 -0.12879091 -0.21622072]
105,[0.16573322],-3.896981694862722,[ 0.20942944  0.61064469 -0.13095312 -0.20336863]
106,[0.07959829],-3.8917783367119814,[ 0.21553589  0.61474653 -0.13298681 -0.225259  ]
107,[0.16888966],-3.8863817442547455,[ 0.22168335  0.63286676 -0.1352394  -0.21291055]
108,[0.0841315],-3.880704615911225,[ 0.22801202  0.63740883 -0.1373685  -0.23475919]
109,[0.17215997],-3.8748156202369772,[ 0.23438611  0.65575397 -0.1397161  -0.22294639]
110,[0.08884338],-3.8686284249054066,[ 0.24094365  0.66075279 -0.14194556 -0.24475994]
111,[0.17554604],-3.862209531478969,[ 0.24755118  0.67932869 -0.14439316 -0.23351799]
112,[0.09374182],-3.85547359471908,[ 0.25434446  0.68480141 -0.14672834 -0.25530402]
113,[0.17905073],-3.8484848674103853,[ 0.26119248  0.70361376 -0.14928138 -0.2446712 ]
114,[0.09883455],-3.841159011820843,[ 0.26822861  0.70957815 -0.15172809 -0.26643867]
115,[0.18267662],-3.8335579472802124,[ 0.2753244   0.72863241 -0.15439248 -0.25645678]
116,[0.10412797],-3.8255983655538452,[ 0.28261072  0.73510656 -0.15695705 -0.27821689]
117,[0.18642611],-3.8173397652649586,[ 0.28996179  0.75440787 -0.15973921 -0.2689317 ]
118,[0.10962954],-3.8086998904205305,[ 0.29750586  0.76141031 -0.16242853 -0.29069789]
119,[0.19030069],-3.7997357305552453,[ 0.30511997  0.78096331 -0.16533551 -0.2821599 ]
120,[0.11534536],-3.79036610666155,[ 0.3129296   0.78851277 -0.16815711 -0.30394883]
121,[0.19430182],-3.7806454084504653,[ 0.32081473  0.80832153 -0.1711966  -0.29621372]
