,action,cost,state
0,[-0.00473282],-4.0,[ 0.         -0.00075725  0.         -0.00189313]
1,[-0.48667719],-4.0,[-7.57250726e-06 -7.86243891e-02 -1.89312682e-05 -1.96560973e-01]
2,[-0.40255541],-3.9999999991849586,[-0.00079382 -0.14290857 -0.00198454 -0.35727607]
3,[0.82725985],-3.999991043467216,[-0.0022229  -0.01043497 -0.0055573  -0.02657994]
4,[0.36732722],-3.9999297665567846,[-0.00232725  0.04802557 -0.0058231   0.11820486]
5,[-0.09745962],-3.9999229032888666,[-0.001847    0.03201263 -0.00464105  0.07674361]
6,[-0.08151971],-3.999951076191762,[-0.00152687  0.01864504 -0.00387362  0.04218564]
7,[0.23993889],-3.9999659956448093,[-0.00134042  0.05677688 -0.00345176  0.13656353]
8,[0.38544235],-3.999973092146695,[-0.00077265  0.11815315 -0.00208612  0.28915589]
9,[-0.92640405],-3.9999902732538497,[ 0.00040888 -0.03038265  0.00080543 -0.08269494]
10,[0.26805405],-3.999998416086855,[ 1.05054336e-04  1.26020339e-02 -2.15150878e-05  2.49644732e-02]
11,[-0.34818836],-3.9999999801636053,[ 0.00023107 -0.04312953  0.00022813 -0.11436973]
12,[0.05471639],-3.999999804421979,[-0.00020022 -0.03429247 -0.00091557 -0.09222107]
13,[0.8156331],-3.9999982547817843,[-0.00054315  0.0962097  -0.00183778  0.23380945]
14,[-0.28416085],-3.999992739660786,[0.00041895 0.05048208 0.00050032 0.11903942]
15,[-0.65435191],-3.9999991986179593,[ 0.00092377 -0.05426552  0.00169071 -0.14270672]
16,[-0.08538402],-3.9999928208008573,[ 0.00038112 -0.06774058  0.00026364 -0.17597925]
17,[0.73709107],-3.9999996121020076,[-0.00029629  0.05031788 -0.00149615  0.11923162]
18,[0.20072926],-3.9999953726561195,[ 0.00020689  0.08226591 -0.00030383  0.1987343 ]
19,[-0.51981515],-3.9999997420281637,[ 0.00102955 -0.00105401  0.00168351 -0.00964008]
20,[0.2674982],-3.999992515361864,[0.00101901 0.04184651 0.00158711 0.09802436]
21,[-0.53562082],-3.999993182938394,[ 0.00143747 -0.04382617  0.00256735 -0.11576743]
22,[0.73421661],-3.9999832768250756,[0.00099921 0.07386933 0.00140968 0.17910063]
23,[-0.60117946],-3.999994314840969,[ 0.00173791 -0.02235451  0.00320068 -0.06111266]
24,[-0.38977769],-3.9999743360746547,[ 0.00151436 -0.08449424  0.00258956 -0.21567541]
25,[0.27236901],-3.9999826589213585,[ 0.00066942 -0.04062789  0.0004328  -0.10537418]
26,[0.02325185],-3.9999988575179684,[ 0.00026314 -0.03681711 -0.00062094 -0.09574096]
27,[0.20663809],-3.999999110227702,[-0.00010503 -0.00373268 -0.00157835 -0.01318236]
28,[0.3206376],-3.9999949987396013,[-0.00014236  0.04748223 -0.00171017  0.11446729]
29,[0.21078479],-3.9999941159092844,[ 0.00033246  0.08103106 -0.0005655   0.19791939]
30,[0.06319801],-3.9999991710298795,[0.00114277 0.09097982 0.0014137  0.22265246]
31,[-0.34836496],-3.9999937652505086,[0.00205257 0.03517906 0.00364022 0.08349775]
32,[-0.98596325],-3.9999662787591914,[ 0.00240436 -0.12241568  0.0044752  -0.30959281]
33,[0.55538094],-3.9999500399571524,[ 0.00118021 -0.03309729  0.00137927 -0.08520041]
34,[0.18147358],-3.9999938085581674,[ 0.00084923 -0.00392735  0.00052727 -0.01193703]
35,[0.7251787],-3.9999982082289067,[0.00080996 0.11213857 0.0004079  0.27835718]
36,[-0.67666301],-3.9999985431436245,[0.00193135 0.00371704 0.00319147 0.00740351]
37,[-0.40594582],-3.9999732377316612,[ 0.00196852 -0.06105181  0.0032655  -0.15373428]
38,[0.19961113],-3.9999720332708955,[ 0.001358   -0.02882433  0.00172816 -0.07236434]
39,[-0.10099845],-3.999990867021189,[ 0.00106975 -0.04483614  0.00100452 -0.11196953]
40,[0.1851937],-3.9999960210396726,[ 0.00062139 -0.01507427 -0.00011518 -0.03731829]
41,[0.03003281],-3.9999993118444075,[ 0.00047065 -0.01025169 -0.00048836 -0.02529011]
42,[0.5172923],-3.999999143450094,[ 0.00036813  0.0725027  -0.00074126  0.18147594]
43,[-0.73493452],-3.9999986688440843,[ 0.00109316 -0.04524641  0.0010735  -0.11307872]
44,[0.18569293],-3.9999956476114455,[ 6.40696892e-04 -1.53999468e-02 -5.72908831e-05 -3.81990739e-02]
45,[-0.09103783],-3.9999992900677293,[ 0.0004867  -0.02994473 -0.00043928 -0.07457511]
46,[0.76190825],-3.9999992081855265,[ 1.87250080e-04  9.19826068e-02 -1.18503270e-03  2.30135372e-01]
47,[-0.5283598],-3.999997131317066,[0.00110708 0.00722827 0.00111632 0.01795874]
48,[-0.51807457],-3.9999954075944233,[ 0.00117936 -0.0756094   0.00129591 -0.18886123]
49,[0.43798292],-3.9999942579985053,[ 0.00042326 -0.00533498 -0.0005927  -0.01285719]
50,[0.55799923],-3.9999989904304827,[ 0.00036992  0.08391849 -0.00072128  0.21013094]
51,[-0.65035146],-3.999998725056184,[ 0.0012091  -0.0203144   0.00138003 -0.05062829]
52,[-0.24676004],-3.9999936860532066,[ 0.00100596 -0.05968216  0.00087375 -0.14870879]
53,[0.83849701],-3.9999967391757005,[ 0.00040913  0.07462423 -0.00061334  0.18727156]
54,[-0.40417472],-3.9999989608155255,[0.00115538 0.00980081 0.00125938 0.02506245]
55,[0.04555746],-3.9999945406278186,[0.00125338 0.01714851 0.00151    0.04374088]
56,[0.16554666],-3.999992747967452,[0.00142487 0.04369747 0.00194741 0.11048389]
57,[0.08674782],-3.999988936402874,[0.00186184 0.05762185 0.00305225 0.14577288]
58,[-0.41891996],-3.9999754279044426,[ 0.00243806 -0.00931748  0.00450998 -0.02082534]
59,[-0.58784681],-3.999949135312136,[ 0.00234489 -0.1030912   0.00430173 -0.25415006]
60,[0.35549659],-3.9999535690107284,[ 0.00131398 -0.04579465  0.00176023 -0.10985393]
61,[0.34434444],-3.9999908448530253,[0.00085603 0.0094773  0.00066169 0.02875784]
62,[-0.12773334],-3.999997868732462,[ 0.0009508  -0.01093621  0.00094926 -0.02211347]
63,[0.06882983],-3.9999966487707073,[0.00084144 0.00014998 0.00072813 0.00583504]
64,[-0.33586513],-3.9999977264771807,[ 0.00084294 -0.05354576  0.00078648 -0.12822552]
65,[0.59838803],-3.9999975453922767,[ 0.00030748  0.04232827 -0.00049577  0.11165256]
66,[-0.63112838],-3.999999346413005,[ 0.00073077 -0.05874918  0.00062075 -0.14116273]
67,[0.72032601],-3.9999983143113758,[ 1.43273812e-04  5.66335026e-02 -7.90876595e-04  1.47446302e-01]
