,action,cost,state
0,[-0.62171125],-4.0,[ 0.01       0.8989262  0.        -0.2526845]
1,[-0.59974861],-3.9998286551480144,[ 0.01898926  0.80152814 -0.00252685 -0.49617965]
2,[-0.55911176],-3.999369399137441,[ 0.02700454  0.71064077 -0.00748864 -0.72401768]
3,[-0.45065684],-3.998638464715798,[ 0.03411095  0.63696934 -0.01472882 -0.91002954]
4,[-0.34913688],-3.9975729673996137,[ 0.04048064  0.57925738 -0.02382911 -1.0579096 ]
5,[-0.11645305],-3.996058096511763,[ 0.04627322  0.55836571 -0.03440821 -1.11597342]
6,[-0.00822594],-3.9939671196746795,[ 0.05185688  0.5542362  -0.04556794 -1.13473664]
7,[0.23451174],-3.9912477089376712,[ 0.05739924  0.58828853 -0.05691531 -1.06087725]
8,[0.38278408],-3.98789212175713,[ 0.06328212  0.64528949 -0.06752408 -0.93257076]
9,[0.34426377],-3.984047376113947,[ 0.06973502  0.69537681 -0.07684979 -0.82420238]
10,[0.50800267],-3.979900513231049,[ 0.07668879  0.77089256 -0.08509181 -0.65481829]
11,[0.35051133],-3.9755082239197,[ 0.08439771  0.82062343 -0.09164    -0.55180578]
12,[0.39122197],-3.971092071318957,[ 0.09260395  0.8763237  -0.09715805 -0.43560555]
13,[0.21312173],-3.9665509570670516,[ 0.10136718  0.90322475 -0.10151411 -0.39248487]
14,[0.25769116],-3.9619437166640457,[ 0.11039943  0.93689994 -0.10543896 -0.33360925]
15,[0.18590723],-3.957084754352873,[ 0.11976843  0.95886169 -0.10877505 -0.30484711]
16,[0.14410489],-3.9520104128684537,[ 0.12935705  0.97394327 -0.11182352 -0.29401764]
17,[0.20482536],-3.9466309068321754,[ 0.13909648  0.99846312 -0.1147637  -0.26049638]
18,[0.08928014],-3.940887377456099,[ 0.14908111  1.00441953 -0.11736866 -0.273816  ]
19,[0.18611782],-3.9348273168363086,[ 0.15912531  1.0255862  -0.12010682 -0.25001126]
20,[0.03792706],-3.9283161686026284,[ 0.16938117  1.02304463 -0.12260694 -0.28573481]
21,[0.15266327],-3.9214374599238684,[ 0.17961161  1.03856672 -0.12546428 -0.27724552]
22,[0.07376842],-3.914029092133676,[ 0.18999728  1.0413895  -0.12823674 -0.30096478]
23,[0.1520075],-3.9061909598659423,[ 0.20041118  1.05645134 -0.13124639 -0.29501528]
24,[0.07713175],-3.897832169964355,[ 0.21097569  1.05945404 -0.13419654 -0.31970166]
25,[0.15987748],-3.889012817429659,[ 0.22157023  1.07538871 -0.13739356 -0.3130696 ]
26,[0.05770705],-3.879647377713727,[ 0.23232412  1.07494469 -0.14052425 -0.34779328]
27,[0.16682662],-3.869797128906007,[ 0.24307356  1.09159065 -0.14400218 -0.34097387]
28,[0.07247726],-3.859352985706691,[ 0.25398947  1.09309413 -0.14741192 -0.37248455]
29,[0.16980921],-3.848397528926264,[ 0.26492041  1.10978726 -0.15113677 -0.36726305]
30,[0.09436689],-3.8368294399014,[ 0.27601828  1.1143273  -0.1548094  -0.39300531]
31,[0.17738903],-3.8247175541388843,[ 0.28716156  1.13175879 -0.15873945 -0.38780184]
