,action,cost,state
0,[-1.],-4.0,[ 0.01    0.8384  0.     -0.404 ]
1,[-1.],-3.9998286551480144,[ 0.018384    0.67705856 -0.00404    -0.8073536 ]
2,[-1.],-3.999388284623057,[ 0.02515459  0.51574513 -0.01211354 -1.2116257 ]
3,[0.06856485],-3.9986225054796125,[ 0.03031204  0.5252185  -0.02422979 -1.19091781]
4,[1.],-3.9972522739034493,[ 0.03556422  0.682978   -0.03613897 -0.80258267]
5,[1.],-3.9952232416821705,[ 0.042394    0.83969088 -0.0441648  -0.41992645]
6,[-0.92135403],-3.993024776030693,[ 0.05079091  0.68852741 -0.04836406 -0.80830558]
7,[1.],-3.9909106326011115,[ 0.05767618  0.84443776 -0.05644712 -0.43085421]
8,[1.],-3.9879435113767947,[ 0.06612056  0.99949687 -0.06075566 -0.05767426]
9,[-1.],-3.9851504744827047,[ 0.07611553  0.83469179 -0.0613324  -0.48383311]
10,[1.],-3.9825822842512006,[ 0.08446245  0.98943725 -0.06617073 -0.11274453]
11,[1.],-3.9790662544830666,[ 0.09435682  1.14356443 -0.06729818  0.25549711]
12,[-0.39191258],-3.9757488969942574,[ 0.10579247  1.07527131 -0.06474321  0.06864154]
13,[0.97105849],-3.972517404270975,[ 0.11654518  1.22474155 -0.06405679  0.4256509 ]
14,[-0.47300237],-3.968619462086884,[ 0.12879259  1.14356509 -0.05980028  0.20741078]
15,[0.20591315],-3.964548807022018,[ 0.14022825  1.17111358 -0.05772618  0.26148668]
16,[-1.],-3.959796778328985,[ 0.15193938  1.00618498 -0.05511131 -0.16431192]
17,[-1.],-3.954562876871615,[ 0.16200123  0.84163763 -0.05675443 -0.58857873]
18,[-1.],-3.948833493176619,[ 0.17041761  0.6773186  -0.06264022 -1.0126406 ]
19,[-1.],-3.9426990277842453,[ 0.17719079  0.51309396 -0.07276662 -1.4377651 ]
20,[-0.48976102],-3.936006905497333,[ 0.18232173  0.43026234 -0.08714427 -1.6621446 ]
21,[0.56800316],-3.9283625831136684,[ 0.18662436  0.51553536 -0.10376572 -1.47113786]
22,[0.36933378],-3.919450820549657,[ 0.19177971  0.56793453 -0.1184771  -1.36627334]
23,[0.48885699],-3.909756688731472,[ 0.19745906  0.63826739 -0.13213983 -1.22069195]
24,[0.47319127],-3.8993455111660196,[ 0.20384173  0.70503713 -0.14434675 -1.0875688 ]
25,[0.25079814],-3.8884667769315544,[ 0.2108921   0.73567745 -0.15522244 -1.04707884]
26,[0.408107],-3.877236111504465,[ 0.21824888  0.79041974 -0.16569323 -0.94982278]
27,[0.39682807],-3.8654474948738575,[ 0.22615307  0.84256855 -0.17519145 -0.86172812]
28,[0.39012397],-3.853335808756411,[ 0.23457876  0.89292074 -0.18380874 -0.78056431]
29,[1.],-3.8409226324440033,[ 0.24350797  1.03825844 -0.19161438 -0.46821207]
30,[-0.60317183],-3.82821764433174,[ 0.25389055  0.9314976  -0.1962965  -0.77698334]
31,[0.31145785],-3.816204631765173,[ 0.26320553  0.96801853 -0.20406633 -0.73531632]
32,[0.2896184],-3.8023242205125793,[ 0.27288571  1.0005768  -0.2114195  -0.70536087]
33,[0.2628024],-3.7879816482590227,[ 0.28289148  1.02844945 -0.2184731  -0.68874846]
34,[0.43987127],-3.7731211239626092,[ 0.29317597  1.08341416 -0.22536059 -0.60781252]
35,[0.25114768],-3.7576711346347422,[ 0.30401012  1.10847831 -0.23143871 -0.60159548]
36,[0.21790695],-3.7419156696710187,[ 0.3150949   1.12799827 -0.23745467 -0.61040906]
37,[0.70920192],-3.7254964806870787,[ 0.32637488  1.22324321 -0.24355876 -0.43672702]
38,[-0.02366889],-3.7083202013975707,[ 0.33860731  1.20447465 -0.24792603 -0.54146783]
39,[0.17344444],-3.69123007874162,[ 0.35065206  1.21603699 -0.25334071 -0.57369002]
40,[0.56903778],-3.672885637489674,[ 0.36281243  1.28831476 -0.25907761 -0.46029525]
41,[0.18559781],-3.6536041171532716,[ 0.37569558  1.30098935 -0.26368056 -0.49256066]
42,[0.12805036],-3.6340480634054675,[ 0.38870547  1.30457554 -0.26860617 -0.54789113]
43,[0.6616946],-3.6135016612987862,[ 0.40175123  1.38987018 -0.27408508 -0.40745352]
44,[0.15850052],-3.5918334304349466,[ 0.41564993  1.39742965 -0.27815961 -0.45570885]
45,[0.08517277],-3.5699241855576993,[ 0.42962422  1.39357584 -0.2827167  -0.53238403]
46,[0.25315162],-3.5468675395664344,[ 0.44355998  1.41524424 -0.28804054 -0.54884959]
47,[1.],-3.522517121844517,[ 0.45771243  1.55058414 -0.29352904 -0.29417924]
