,action,cost,state
0,[0.63688653],0.0,[ 0.01        1.10030184  3.14159265 -0.25075461]
1,[0.52725012],0.0,[ 0.02100302  1.18290138  3.13908511 -0.45725345]
2,[0.74916544],-9.882189959248642e-12,[ 0.03283203  1.30072576  3.13451257 -0.75119788]
3,[0.10565466],-6.278973412744695e-10,[ 0.04583929  1.31512218  3.12700059 -0.78544988]
4,[-0.175904],-1.132400324345174e-08,[ 0.05899051  1.28399607  3.1191461  -0.70406067]
5,[-0.53050813],-6.336581455882528e-08,[ 0.07183047  1.19573825  3.11210549 -0.47796152]
6,[-0.62140062],-1.8855971310461435e-07,[ 0.08378785  1.09270216  3.10732587 -0.21324524]
7,[-0.61660898],-3.435907717589792e-07,[0.09471488 0.99034733 3.10519342 0.05090248]
8,[-0.61577502],-4.370619667653572e-07,[0.10461835 0.88817698 3.10570245 0.3150932 ]
9,[-0.6153328],-4.1277452140740463e-07,[0.11350012 0.78626    3.10885338 0.57853073]
10,[-0.61719465],-2.855879603832817e-07,[0.12136272 0.68436243 3.11463869 0.84117419]
11,[-0.61930265],-1.3110983203659612e-07,[0.12820634 0.58259025 3.12305043 1.10212861]
12,[-0.61971993],-2.9342774752642005e-08,[0.13403225 0.48137749 3.13407171 1.35966888]
13,[-0.61762193],-7.937397311878121e-10,[0.13884602 0.38131469 3.1476684  1.61166519]
14,[-0.61794574],-3.3786641240064986e-10,[0.14265917 0.28223131 3.16378505 1.85787747]
15,[-0.62012699],-6.010765331849634e-08,[0.14548148 0.18407939 3.18236383 2.09774905]
16,[-0.6212919],-6.843671646059703e-07,[0.14732228 0.08730469 3.20334132 2.32947821]
17,[-0.62297714],-3.598572886902736e-06,[ 0.14819532 -0.00786124  3.2266361   2.55178994]
18,[-0.62422731],-1.2938613785973502e-05,[ 0.14811671 -0.10100772  3.252154    2.76296154]
19,[-0.62609321],-3.693010989434657e-05,[ 0.14710663 -0.19187445  3.27978362  2.9616538 ]
20,[-0.62832772],-9.004174879545583e-05,[ 0.14518789 -0.28015597  3.30940015  3.14643559]
21,[-0.63025139],-0.0001955326353344254,[ 0.14238633 -0.36544924  3.34086451  3.3156699 ]
22,[-0.63214731],-0.0003882142645238053,[ 0.13873184 -0.44742494  3.37402121  3.46795547]
23,[-0.63436624],-0.0007171340532889196,[ 0.13425759 -0.5258555   3.40870076  3.60221052]
24,[-0.63635312],-0.001247852650382144,[ 0.12899903 -0.60049107  3.44472287  3.71738462]
25,[-0.63805545],-0.0020639598922681385,[ 0.12299412 -0.67115469  3.48189672  3.81270522]
26,[-0.63953407],-0.0032673880003099847,[ 0.11628257 -0.73777058  3.52002377  3.88775298]
27,[-0.64079873],-0.004977268727911482,[ 0.10890487 -0.80036086  3.5589013   3.94245413]
28,[-0.64189018],-0.007327194322306776,[ 0.10090126 -0.85904836  3.59832584  3.9770804 ]
