,action,cost,state
0,[-0.18954792],-4.0,[ 0.01        0.96807233  0.         -0.07981917]
1,[-0.60805121],-3.9998286551480144,[ 1.96807233e-02  8.69235222e-01 -7.98191698e-04 -3.26911945e-01]
2,[-0.00841387],-3.999335081713581,[ 0.02837308  0.8664514  -0.00406731 -0.33406745]
3,[-0.35534647],-3.9985876844531667,[ 0.03703759  0.80797167 -0.00740799 -0.48126409]
4,[0.60872302],-3.99754025642513,[ 0.04511731  0.90363911 -0.01222063 -0.24392071]
5,[0.07699861],-3.9962146994207894,[ 0.0541537   0.91379393 -0.01465983 -0.22153564]
6,[0.34910851],-3.994547871174237,[ 0.06329164  0.96732041 -0.01687519 -0.09133267]
7,[-0.19035175],-3.992571507935008,[ 0.07296484  0.9343283  -0.01778852 -0.17794388]
8,[-0.51550964],-3.9902532497918766,[ 0.08230812  0.84932144 -0.01956796 -0.39479425]
9,[0.36770711],-3.987639555401226,[ 0.09080134  0.90563739 -0.0235159  -0.25883494]
10,[-0.19260297],-3.98478727345872,[ 0.09985771  0.87200179 -0.02610425 -0.34867331]
11,[-0.20783297],-3.9815814529197877,[ 0.10857773  0.83583835 -0.02959098 -0.44545899]
12,[0.05760598],-3.9780915317383,[ 0.11693611  0.84198634 -0.03404557 -0.43735926]
13,[0.769331],-3.9743114958172456,[ 0.12535598  0.96166014 -0.03841916 -0.14670471]
14,[0.21241432],-3.970203304737151,[ 0.13497258  0.99182163 -0.03988621 -0.08078622]
15,[-0.74747443],-3.965709747901895,[ 0.14489079  0.86840957 -0.04069407 -0.39886045]
16,[-0.34052137],-3.9608549875768455,[ 0.15357489  0.81021497 -0.04468268 -0.55421414]
17,[0.28934679],-3.955771999856575,[ 0.16167704  0.85256713 -0.05022482 -0.45940535]
18,[0.33187318],-3.950391493241549,[ 0.17020271  0.9013002  -0.05481887 -0.35005133]
19,[0.75671472],-3.944635221698431,[ 0.17921571  1.01751579 -0.05831939 -0.07340009]
20,[0.53624394],-3.9385137509075996,[ 0.18939087  1.0980949  -0.05905339  0.11339593]
21,[-0.26858247],-3.9319907435683215,[ 0.20037182  1.04999576 -0.05791943 -0.0211315 ]
22,[-0.58919009],-3.9250095008493497,[ 0.21087178  0.95083979 -0.05813074 -0.28281703]
23,[-0.23434174],-3.9176639280588184,[ 0.22038018  0.90850331 -0.06095891 -0.40274252]
24,[0.42535091],-3.910083758086741,[ 0.22946521  0.97140668 -0.06498634 -0.26073233]
25,[0.4977439],-3.902204501728575,[ 0.23917928  1.04549635 -0.06759366 -0.09184205]
26,[-0.44896766],-3.893868684669608,[ 0.24963424  0.96823109 -0.06851208 -0.30114571]
