,action,cost,state
0,[0.08003504],0.0,[ 0.          0.01280561  3.14159265 -0.03201402]
1,[0.12573322],0.0,[ 1.28056064e-04  3.29024327e-02  3.14127251e+00 -8.22560817e-02]
2,[-0.14048753],-2.626035739884297e-15,[ 4.57080391e-04  1.03529167e-02  3.14044995e+00 -2.58037004e-02]
3,[-0.07411432],-4.2625576979714035e-13,[ 5.60609558e-04 -1.58925922e-03  3.14019192e+00  4.33225311e-03]
4,[0.03567232],-9.624261768103047e-13,[ 5.44716966e-04  4.03831679e-03  3.14023524e+00 -9.39279204e-03]
5,[-0.06638113],-8.487718583067878e-13,[ 5.85100134e-04 -6.66909335e-03  3.14014131e+00  1.77089540e-02]
6,[-0.02745619],-1.1092271372586675e-12,[ 5.18409201e-04 -1.11369209e-02  3.14031840e+00  2.92348159e-02]
7,[0.08436864],-6.591186973857391e-13,[ 4.07039991e-04  2.30478597e-03  3.14061075e+00 -4.05659487e-03]
8,[0.04209713],-2.323908270456865e-13,[ 4.30087851e-04  8.97878120e-03  3.14057018e+00 -2.05005171e-02]
9,[0.0017304],-2.7324042233519343e-13,[ 5.19875663e-04  9.18103352e-03  3.14036518e+00 -2.07551309e-02]
10,[0.11301065],-5.675354655102211e-13,[ 6.11685998e-04  2.71757082e-02  3.14015763e+00 -6.54404383e-02]
11,[-0.07562726],-1.0601844020177576e-12,[ 8.83443080e-04  1.49473135e-02  3.13950322e+00 -3.45171837e-02]
12,[0.14208731],-4.76489039522338e-12,[ 1.03291622e-03  3.75341929e-02  3.13915805e+00 -9.04713037e-02]
13,[0.07304329],-8.783203270296376e-12,[ 1.40825814e-03  4.90175299e-02  3.13825334e+00 -1.18581866e-01]
14,[0.00191788],-3.108634133676381e-11,[ 1.89843344e-03  4.90490980e-02  3.13706752e+00 -1.17840985e-01]
15,[0.],-1.048248881852729e-10,[ 2.38892442e-03  4.87038554e-02  3.13588911e+00 -1.15866971e-01]
16,[0.],-2.6455522701486685e-10,[ 2.87596298e-03  4.82897080e-02  3.13473044e+00 -1.13431406e-01]
17,[0.],-5.54360770941653e-10,[ 0.00335886  0.04780794  3.13359612 -0.11054235]
18,[0.],-1.0222084928473877e-09,[ 0.00383694  0.0472601   3.1324907  -0.10720966]
19,[0.],-1.7158117812896533e-09,[ 0.00430954  0.046648    3.1314186  -0.10344499]
20,[0.],-2.6785791087831317e-09,[ 0.00477602  0.04597373  3.13038415 -0.09926171]
